no	class	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21
456	2	-0.27	0.18	0.42	0.68	-1.14	2.11	-0.45	1.61	1.6	2.73	2.36	3.58	3.93	3.99	6.44	5.14	3.34	1.55	2.22	2.23	-1.3
457	2	0.24	-1.09	-1.92	1.28	0.71	1.23	0.31	0.08	2.02	2.91	4.53	3.4	3.22	4.7	3.69	3.57	1.2	0.51	1.32	1.48	0.15
458	2	-1.85	-1.65	0.15	-0.81	-1.24	1.83	0.52	0.21	0.5	1.7	0.93	3.28	2.98	2.83	5.91	6.34	4.07	4.24	2.15	2.44	-0.16
459	2	-1.17	-1.3	-0.48	0.94	0.66	0.49	0.15	-1.74	0.82	-1.04	2.62	2.2	3.61	4.11	5.11	6.28	4.11	3.07	1.27	-0.42	-0.36
460	2	2.66	-0.15	0.35	0.5	0.2	0.05	1.3	1.9	2.32	3.5	2.91	5.98	3.48	3.19	3.16	3.05	1.72	1.27	2.09	-0.47	0.57
461	2	-0.87	1.05	-0.83	0.33	-0.57	0.55	-0.48	0.36	4.27	2.61	3.05	3.34	2.29	3.92	3.84	3.98	1.08	1.21	2.7	-0.16	-0.17
462	2	-1.47	0.61	0.52	0.99	0.37	1.96	2.47	0.54	1.68	4.25	4.52	2.96	3.14	3.89	1.1	2.42	2.01	0.78	-0.33	0.35	-0.7
463	2	0.22	1.31	0.41	-1.4	-1.25	-0.59	1.4	2.12	2.47	5.24	3.51	5.77	3.14	2.2	3.32	2.85	0.89	0.6	1.1	-0.25	-0.3
464	2	1.29	0.16	0.7	-0.02	0.51	0.91	0.84	0.42	0.43	2.82	2.77	2.88	2.77	5.82	6.27	4.33	2.29	2.11	1.44	-1.08	0.22
465	2	0.55	-0.72	0.52	-1.2	0.48	2.16	2.94	2.12	3.7	4.69	6.46	2.94	2.95	3.12	1.94	1.87	0.78	-0.58	-0.04	-0.54	-1.1
466	2	1.22	0.12	1.88	0.88	-0.56	1.47	0.89	3.22	4.05	5.07	6.41	5.25	3.56	2.09	2.74	1.17	-1.1	0.59	-1.79	-0.34	1.76
467	2	-0.72	-0.44	-0.39	-0.12	0.43	1.55	-0.3	0.42	0.45	1.79	1.72	3.95	2.83	5.46	4.4	4.07	2.21	2.66	2.47	1.19	0.26
468	2	0.75	-1.76	-0.33	-0.83	0.2	1.84	-1.62	0.49	0.73	3.29	2.79	3.78	3.25	4.69	4.48	4.21	4.16	2.86	0.25	0.54	-0.99
469	2	-0.48	-1.86	-1.42	-0.06	-0.18	0.9	-2.3	-1.4	0.21	0.6	3.42	3.91	2.94	5.7	4.52	4.54	2.81	1.36	4.27	1.34	0.42
470	2	-0.71	-1.92	-2.19	0.17	-0.42	1.11	0.96	0.96	3.2	3.92	4.11	3.6	4.34	2.79	3.41	3.6	2.32	0.61	0.87	0.34	0.42
471	2	0.62	-1	-0.32	0.26	-0.39	-0.02	0.03	1.49	0.85	1.71	3.25	4.33	4.33	2.43	5.27	3.68	4.26	2.12	1.11	2.59	-0.94
472	2	-0.76	-1.26	0.82	-1.41	1.48	-0.62	-1.12	2.3	1.91	2.97	4.63	3.32	5.42	5.45	3.15	5.79	3.08	1.04	1.14	0.29	0.31
473	2	-0.08	-0.5	-0.65	-1.24	-0.83	1.32	1.85	1.11	2.85	3.85	5.31	4.49	3.89	2.97	6.19	1.29	1.65	3.18	2.77	1.29	-1.45
474	2	0.51	-0.13	-0.71	-0.39	0.17	1.27	0.02	2.83	3.39	3.13	3.72	3.61	4.63	2.79	4.46	1.44	1.78	1.98	2.02	-1.42	-0.57
475	2	-0.62	-1.45	-1.61	1.51	1.35	0.83	-1.52	0.28	2.98	4.78	4.74	3.84	2.54	3.8	5.1	2.1	3.13	1.28	-0.7	0.43	-1
476	2	1.02	-0.36	2.07	0.21	-0.39	0.66	1.65	3.79	3.52	4.05	4.16	4.84	4.86	4.01	2.31	1.74	1.24	3.67	0.87	-0.28	0.02
477	2	0.63	0.07	0.07	-1.61	-0.01	-0.05	1.73	1.35	2.52	2.85	3.61	2.9	4.57	6.78	3.88	3.6	1.78	3.42	0.31	0.84	-0.57
478	2	-0.59	0.88	1.11	0.01	-1.26	1.34	1.02	2.87	1.39	0.6	1.03	2.91	3.25	5.63	3.07	3.29	3.47	0.37	0.3	-0.87	-0.55
479	2	-1.68	0.15	-0.93	1.77	-0.59	1.1	2.81	2.13	2.67	2.2	4.6	5.21	5	3.06	3.33	4.72	0.57	0.07	0.83	0.27	-0.25
480	2	0.52	-0.75	-0.47	2.39	-0.37	0.97	-1.37	1.28	0.55	3.44	1.27	4.27	5.23	4.01	4.08	5.5	3.78	2.82	2.67	1.19	1.08
481	2	-0.38	-0.06	0.37	0.17	0.61	1.33	1.9	-0.45	1.52	3.3	2.54	2.5	3.68	3.53	3.72	2.86	2.39	2.5	1.35	0.15	-0.35
482	2	-0.43	-0.47	0.28	-0.05	-1.08	1.38	0.34	1.11	0.55	2.23	3.18	1.31	4.12	6.28	7.42	3.25	2.7	0.32	2.55	0.78	0.27
483	2	-0.2	-0.78	0.32	0.15	-1.3	-0.49	0.56	-0.64	1.12	1.74	2.43	2.4	3.37	4.7	5.7	3.07	2.52	2.13	1.69	-0.41	-0.09
484	2	0.25	0.92	0.18	-0.54	-0.12	0.32	1.79	-0.03	0.95	1.72	2.88	2.38	3.72	4.58	5.94	6.31	3.49	2.1	2.61	2.66	0.72
485	2	0.34	-1.05	-0.8	-0.31	-1.05	0.97	1.51	1.17	-0.1	3.33	3.14	2.48	4.69	4.09	2.34	0.91	0.95	1.89	1.21	1.35	1.85
486	2	-0.14	-0.79	2.15	-0.3	-0.02	-1.31	-0.46	1.47	-0.46	2.49	3.63	2.97	4.17	5.11	5.54	4.41	3.15	3.81	0.49	1.39	0.26
487	2	-0.95	-0.99	-1.77	-2.43	-0.55	0.94	1.68	2.84	4.89	4.75	5.02	5.88	4.06	2.01	3.28	1.04	-0.2	0.86	-0.01	0.75	-1.71
488	2	-0.54	-2.05	-0.91	0.18	0.61	2.2	-0.96	3.27	0.16	1.08	3.43	3.84	4.4	5.3	4.02	2.1	2.39	3.02	2.45	1.89	1.14
489	2	-0.77	-0.44	-0.92	1.06	0.44	-0.2	1.36	1.46	0.23	1.99	3.43	2.85	4.4	3.26	4.69	5.56	2	2.83	0.01	4.28	-0.06
490	2	-1.11	1.01	-0.26	0.86	2.31	0.33	0.54	-0.64	-0.59	2.78	4.54	4.89	4.55	2.94	5.79	5.02	2.01	2.94	2	-0.63	-1.08
491	2	0.23	0.51	0.06	-0.13	-0.99	0.4	-0.32	0.9	2.4	3.34	4.55	4.19	3.86	5.13	3.08	1.95	3.7	-0.61	-1.3	0.71	0.54
492	2	-0.49	-1.05	-1.62	0.45	0.84	1.06	1.91	0.65	1.54	4.58	4.69	5.56	2.9	1.42	4.14	1.95	-1.62	-0.93	2.91	-1.51	0.3
493	2	-0.57	0.7	0.25	1.2	1.98	-0.88	1.16	0.92	1.8	1.64	1.48	4.5	2.16	5.73	5.56	4.27	5.18	1.35	0.63	1.39	0.81
494	2	1.23	-0.23	0.71	-1.41	1.34	-0.02	1.68	1.49	2.62	5.03	3.14	2.73	4.7	2.31	2.4	2.57	2.48	1.79	0.58	0	-0.13
495	2	0.24	-1.49	-0.87	1.24	0.33	0.78	1.93	0.83	2.47	3	4.75	3.78	4.99	2.29	4.67	4.68	0.75	2.09	-0.98	0.09	1.05
496	2	-0.71	0.05	0.74	-0.25	0.64	0.08	0.53	3.41	3.71	4.95	5.15	5.04	4.23	4.03	1.04	0.68	0.89	1.42	-0.19	0.02	-1.25
497	2	-1.12	0.68	0.14	-1.04	0.49	0	2.44	2.79	4.83	3.09	5.61	5.08	4.61	2.94	1.19	2.62	0.97	0.09	0.1	0.42	-1.46
498	2	-1.31	0.57	1.29	0.69	-1.83	1.24	-0.48	-1.3	0.34	1.13	4.27	4.36	3.59	6.06	2.67	3.77	2.7	1.84	1.11	1.26	0.32
499	2	-0.31	0.34	-0.16	-0.99	0.35	0.29	0.36	3.13	2.04	3.36	3.84	3.06	3.26	5.34	3.66	3.57	2.09	2.6	1.1	1.44	-0.26
500	2	-1.14	-0.07	-0.3	1.01	1.14	0.11	1.56	0.57	1.65	4.17	3.33	6.88	3.89	5.26	4.72	3.72	2.42	0.73	2.25	0.94	0.19
501	2	-2.81	-0.43	1.16	1.68	0.21	-0.49	0.46	0.88	1.05	0.64	3.9	4.34	2.14	4.69	3.23	0.77	0.63	2.42	0.7	1.24	0.11
502	2	0.45	-1.48	-0.36	-1.93	-0.8	-0.77	0.94	3.93	2.97	4.51	5.68	5.33	3.3	3.32	2.19	-0.13	-0.61	-0.32	1.61	-0.54	-2.83
503	2	-0.13	-0.39	0.06	2.01	-1.37	0.03	3.47	3.31	3.19	3.12	3.4	5.95	3.88	5.31	2.8	2.26	1.73	-0.67	1.32	0.68	-0.49
504	2	1.78	0.25	0.68	0.91	-0.53	-0.38	1.52	1.57	4.59	5.14	5.21	4.9	3.03	3.37	1.22	3.46	1.22	2.42	-1.31	1.48	-0.52
505	2	0.82	1.51	0.29	-0.11	0.39	-0.81	-0.12	-0.34	-0.4	0.62	2.26	2.91	5.04	3.92	5.16	5.59	3.96	3.84	1.26	2.2	-0.18
506	2	-0.17	-0.52	0.86	1.92	-0.5	1.27	1.98	2.37	4.77	4	7.58	5.29	4.56	2.01	1.73	-0.6	0.51	1.23	1.07	-1.08	0.01
507	2	0.38	0.55	0.08	-0.6	-0.68	1.38	0.27	0.61	-0.02	1.95	1.42	3.99	4.44	6.56	2.93	4.24	2.33	2.38	1.53	-0.13	0.95
508	2	-0.63	0.45	0.41	-0.46	0.78	1.77	0.8	2.84	2.61	4.86	5.92	3.43	5.04	1.17	4.26	1.81	2	0.36	1.49	-0.42	-0.32
509	2	0.33	0.33	-1.5	-1.64	-0.33	2.39	-0.16	3.25	0.55	1.41	4.08	3.89	4.27	3.85	4.03	3.54	3.35	0.85	1.09	-3.25	-1.36
510	2	0.4	-1.17	-1.51	0.88	-1.66	0.94	0.28	2.01	5.91	5.37	6.41	4.01	3.89	1.24	3.36	2.06	0.81	-1.05	0.85	1.24	0.87
511	2	-1.29	0.09	-0.44	0	0.23	0.88	1.12	3.28	4.25	5.82	4.74	5.84	4.89	3	2.26	0.05	-0.81	0.58	-0.14	0.5	-1.01
512	2	0.66	-0.86	0.48	0.29	-1.02	0.64	1.84	1.74	3.85	2.06	5.77	3.96	3.7	3.07	2.84	3.15	0.91	1.38	0.82	0.26	-1.27
513	2	-1.68	0.78	-0.21	-1.3	-0.4	1.07	0.55	4.11	4.69	4.96	5.5	6.31	5.1	5.8	2.64	1.96	-1.93	-0.3	1.04	-0.32	0.49
514	2	-1.48	-1.06	-0.61	-0.77	-0.23	1.95	0.54	4.53	2.88	7.17	4.07	4.49	4.33	3.02	1.01	1.77	-2.6	-1.14	-0.54	0.31	-1.11
515	2	0.72	-1.19	-1.81	-0.87	-0.58	0.52	1.5	1.76	1.21	3.2	2.97	4.73	3.46	3	5.17	1.64	2.57	3.19	0.69	1.41	0.37
516	2	-0.23	0.52	0.81	-0.4	-0.41	-1.17	1.06	0.31	0.58	0.21	2.82	3.07	4.29	5.34	6.19	3.94	2.76	2.33	0.41	0.78	-0.15
517	2	0.42	-0.48	0.26	0.18	-1.54	0.35	1.67	1.72	3.59	4.33	4.64	5.19	2.39	3.74	4.75	1.82	1.57	0.53	-0.07	-0.9	0.11
518	2	-0.54	0.93	-0.45	1.09	1.34	0.09	-0.33	2.57	1.71	3.28	3.15	3.1	2.5	3.97	3.12	3.91	2.9	2.92	-1.14	2.7	-0.01
519	2	0.53	-0.48	-0.18	-0.35	0.03	1.53	2.67	2.2	2.84	3.13	6.13	4.04	3.65	2.25	3.02	1.21	-1.01	-0.07	1.78	-1.82	0.46
520	2	-0.15	-0.47	-0.92	-0.19	-0.65	1.78	-1.09	1.23	-0.12	1.24	2.47	2.88	4.71	4.44	4.63	5.58	2.76	2.99	1.64	0.33	0.45
521	2	0.9	-0.68	-2.37	0.06	-0.99	1.62	2.54	4.04	4.23	3.84	5.06	4.6	5.54	3.7	3.13	0.9	1.02	0.16	0.31	0.94	-1.06
522	2	1.31	-0.19	-0.12	0.44	-0.84	-1.04	0.38	1.26	3.26	1.13	3.83	2.46	3.74	3.64	4.6	3.88	4.24	3.72	-0.39	0.15	-1.89
523	2	2.52	-0.46	-1.14	1.02	0.34	1.36	-1.65	1.7	1.05	2.02	2.95	4.44	3.46	4.08	4.91	6.57	3.12	0.41	0.93	-2.2	-0.11
524	2	1.43	0.51	-0.53	-1.46	-0.34	0.9	1.03	2.83	4	4.07	3.99	3.74	2.48	2.94	3.12	0.99	0.24	1.82	-0.31	0.18	-0.6
525	2	2	-0.56	-0.1	0.12	0.6	0.99	-1.16	1.36	2.02	2.19	2.92	6.95	3.48	4.1	2.33	0.97	2.58	2.71	1.51	2.27	-0.32
526	2	-0.5	0.71	-0.54	0.43	0.43	0.67	2.14	2.96	4.1	2.93	3.15	3.69	4.57	4.73	3.51	2.31	0.34	-0.29	-0.46	-1.46	0.01
527	2	-1.16	1.26	-1.17	0.99	1.16	0	1.94	1.94	0.36	2.36	2.83	3.19	3.42	4.62	5.45	5.17	5.36	1.43	1.27	0.93	-0.94
528	2	-0.9	-1.68	-0.07	-0.81	-1.59	0.88	-0.76	-0.55	1.98	2.21	3.92	4.92	5.42	4.75	6.19	4.76	3.98	1.59	1.03	0.74	1.39
529	2	-0.94	-0.18	-1.21	-0.46	-1.28	0.11	2.02	2.95	3.03	3.65	4.87	6.3	4.38	3.68	1.39	0.51	0.21	-0.88	0.23	0.17	1.83
530	2	0.49	0.28	2.29	-1.4	1.96	1.29	2.49	3.14	3.72	5.39	6.19	5.94	3.09	3.25	3.3	0.95	0.64	-0.52	0.62	-1.06	0.84
531	2	0.79	-1.56	-1.34	-0.3	-0.21	1.58	1.01	1.77	3.35	1.58	4.7	3.97	4.88	2.76	4.67	4.4	4.41	-0.6	-0.15	1.24	-0.65
532	2	-0.37	-0.14	-0.33	0.35	-1.26	0.89	1.73	2.11	2.69	5.41	4.48	5.53	4.08	2.51	3.34	2.08	0.22	-0.82	0.04	0.17	-0.56
533	2	-0.34	0.41	-0.24	-0.97	1.02	0.34	0.42	2.38	-0.21	0.48	4.5	4.21	3.69	4.79	3.94	3.74	3.81	3.09	1.6	1.07	2.39
534	2	0.68	-0.93	-0.1	-0.83	-1.5	2.06	0.09	1.42	1.76	3.38	4.6	3.59	4.36	5.56	3.23	4.42	3	1.39	-0.05	0.58	0.78
535	2	1.59	0.18	0.1	-0.35	0.19	0.78	2.51	3.07	2.57	1.71	4.7	3.43	4.2	2.54	3.12	2.92	1.41	1.23	1.4	0.52	1.04
536	2	0.42	0.17	0.95	1.99	0.56	0.29	2.31	1.26	3.75	5.12	5.46	2.86	4.7	3.77	1.03	2.52	1.14	0.43	-0.1	-0.06	0.53
537	2	-0.58	0.2	0.18	1.68	0.61	-0.16	0.47	0.69	-0.28	2	3.86	2.7	5.1	5.43	5.16	6.29	4.92	3.33	1.91	-0.02	0.85
538	2	-0.37	0.24	-1.53	1.12	2.49	0.97	0.33	1.97	2.73	3.09	3.73	6.15	2.97	3.13	2.21	2.03	1.86	0.89	2.01	-1.57	0.33
539	2	1.64	0.37	-0.21	1.23	1.69	0.24	2.25	0.1	0.83	3.29	3.27	3.36	3.17	6.46	4.91	5.08	2.78	1.19	1.09	-1.11	-0.41
540	2	-1.42	0.59	-0.83	1.26	1.33	0.75	2.27	1.87	3.53	1.81	3.94	4.36	2.95	3.19	3.58	2.78	2.27	0.09	1.74	2.66	-1.19
541	2	1.76	-0.77	0.67	-0.02	1.2	0.25	2.02	0.94	4.1	1.33	3.71	3.47	5.05	4.49	4.37	3.73	1.95	1.93	0.16	0.69	0.4
542	2	0.7	-0.64	0.21	0.9	-0.36	-0.48	2.53	-0.01	2.87	0.44	5.15	3.95	4.61	4.2	2.01	1.89	2.01	2.19	2.64	1.19	-1.81
543	2	0.85	0.73	-1.01	0.22	2.54	1.78	1.03	2.18	1.86	4.53	4.06	2.64	3.83	4.13	2.12	0.76	0.41	1.01	1.33	1.16	-0.61
544	2	0.38	0.75	-0.37	-0.1	0.57	0.5	2.44	2.22	4.63	2.26	4.33	3.98	6	6.41	4.06	2.31	1.9	0.3	0.96	0.38	-0.53
545	2	0.65	-1.44	0.37	0.14	0.09	0.59	0.93	2.94	1.61	1.79	3.75	5.76	4.55	4.22	4.38	2.69	2.19	0.4	1.74	1.07	0.91
546	2	-0.29	-0.79	-1.03	0.18	-0.94	1.28	2.75	2.9	2.75	4.26	4.23	4.4	4.67	2.57	1.17	2.11	-0.4	-1.72	0.6	0.88	0.13
547	2	0.94	-0.43	1.65	-0.22	-0.48	0.66	0.6	2.49	3.22	4.26	3.77	4.89	3.45	2.82	1.99	2.06	2.04	1.31	0.27	1.59	0.07
548	2	0.3	1.69	0.2	0.18	0.36	-0.56	1.27	1.44	2.17	0.91	2.56	4.54	5.66	4.24	3.84	4.02	2.7	1.31	1.99	1.08	-0.11
549	2	1.23	0.72	-2.04	0.99	1.18	0.31	2.03	2.76	3.38	6.31	5.62	2.73	5.77	3.92	2.56	-0.29	-0.03	1.3	-0.16	1.1	-0.02
550	2	0.87	0.45	0.24	0.97	0.15	0.17	1.44	0.02	0.98	0.96	3.78	2.16	4.42	3.54	4.85	1.72	2.52	2.36	-0.24	2.73	-1.15
551	2	-0.4	0.42	0.08	-1.14	-0.14	0.12	-0.02	1.87	0.49	1.52	2.99	4	3.89	4.65	5.29	4.74	2.43	3.07	2.91	0.6	-0.75
552	2	0.32	-0.71	0.75	0.54	1.3	-0.17	-0.04	0.22	-0.04	2.56	1.98	3.63	4.73	4.88	5.7	5.02	1.95	2.62	1.77	0.05	-1.11
553	2	-0.25	0.91	-0.64	0.93	-2.13	0.19	1.87	2.22	3.84	4.96	7	4.87	3.19	2.18	2.94	0.07	-0.61	-0.11	-0.04	-1.27	0.1
554	2	0.47	-1.57	-0.5	0.41	0.87	-0.35	1.9	1.89	-0.63	2.54	2.74	3.2	4.73	5.7	3.74	4.14	3.43	3.73	3.39	0.44	-0.57
555	2	0.27	0.99	-0.43	-0.48	-0.31	0.67	1.43	2.23	3.23	4.83	3.33	4.47	4.69	2	1.85	1.48	1.08	1.33	0.56	-0.08	0.19
556	2	1.44	-0.44	-0.05	0.24	-0.9	1.2	0.67	0.16	1.09	1.75	2.91	3.44	4.42	5.77	5.72	3.72	2.45	0.4	2.1	1.72	1.44
557	2	-1.34	2.16	-0.75	0.75	-0.17	1.33	1.7	2.47	0.71	1.86	2.92	3.2	3.96	6.5	6.12	4.58	2.55	2.79	2.17	2.34	-0.24
558	2	-1.65	0.04	-1.3	-0.19	-0.29	0.22	0.16	1.83	1.12	4.28	3.44	4.08	3.1	3.17	2.05	3.46	0.07	-1.67	0.25	0.36	0.18
559	2	2.01	-1.71	0.97	0.26	1.03	1.09	2.44	0.42	3.04	3.18	4.07	3.87	6.16	2.53	3.41	2.27	2.34	2.53	0.57	-1.79	1.91
560	2	-0.18	-0.46	1.14	-1.79	0.2	1.13	1.32	1.9	2.9	3.82	4.87	2.78	4.3	4.32	2.37	2.18	-1.45	1.71	0.3	0.6	0.75
561	2	0.6	-0.3	0.92	0.73	-1.31	1.01	0.56	2.24	2.8	4.24	4.4	3.65	4.23	3.47	2.8	2.27	0.6	0.49	1.84	0.32	-0.08
562	2	-0.9	-1.19	-0.36	0.23	0.34	0.36	-0.28	1.8	2.21	2.74	3.24	5.89	3.37	6.09	2.89	1.56	3.33	2.07	1.07	-0.07	1.67
563	2	1.13	-0.26	1	0.8	0.42	0.9	1.32	0.08	1.36	1.11	4.2	5.08	4.4	2.33	4.77	5.61	3.41	2.35	2.9	0.11	-0.57
564	2	-1.21	1.26	0.99	0.61	1.16	-0.08	-0.27	1	1.67	2.13	3.5	3.52	2.93	3.52	5.34	3.54	1.62	1.42	2.62	1.39	-1.9
565	2	2.23	-0.28	-0.51	-0.46	0.88	1.36	1.36	3.12	3.09	4.13	5.14	4.15	4.34	5.47	2.93	2.58	1.99	1.96	1.31	1.03	1.04
566	2	1.99	-1.44	0	-3.05	-0.07	-0.45	2.42	1.03	1.76	2.03	4.14	6.39	3.44	2.51	2.84	4.29	1.21	1.4	-0.16	-0.56	-2.06
567	2	0.28	-0.41	-1.05	-1.9	1.26	-0.13	0.66	-0.67	0.45	2.42	3.06	1.39	5.17	4.53	5.75	2.03	3.94	1.45	2.77	1.05	0.04
568	2	0.46	-0.3	1.35	0.73	-0.34	-0.52	0.4	1.78	3.74	3.39	3.42	2.83	4.06	4.95	5.18	1.82	0.44	1.99	0.55	-0.48	-1
569	2	0.34	1.18	1.05	1.6	0.28	-0.36	0.27	-0.11	2.19	1.24	1.38	4.85	4.66	3.44	4.72	2.55	1.87	2.12	1.71	-0.23	1.08
570	2	-1.6	0.79	-0.81	-0.45	-0.79	2.78	1.33	3.17	3.36	5.05	3.77	3.95	5.28	4.57	4.1	3.03	1.9	1.38	-0.18	-1.07	1.48
571	2	-0.45	-0.05	1.4	0.4	0.46	-0.6	1.8	0.67	1.62	4.88	6.51	2.99	4.49	3.54	1.6	1.19	-0.62	0.85	1.82	0.59	0.27
572	2	-0.3	1.15	0.85	0.61	-0.34	0.06	0.97	2.14	2.2	5.81	2.64	5.08	2.67	3.5	3.28	2.39	1.05	-1.46	-0.65	0.95	1.28
573	2	-0.38	2.1	-1.44	-0.31	0.88	0.01	0.58	3.01	1.93	6.18	3.41	5.09	3.35	3.21	2.33	2.02	1.38	1.43	1.63	-0.34	0.46
574	2	-1.63	1.82	1.04	-0.94	-2.14	-2.06	0.63	0.93	0.94	-0.32	1.96	2.6	4.01	1.94	4.91	4.71	2.88	2.73	1.49	1.58	-1.26
575	2	0.33	1.05	1.03	-1.16	-2.53	0.25	0.56	1.71	2.2	2.11	4.35	3.02	4.11	5.45	3.54	2.93	1.7	2.98	0.64	2.28	0.67
576	2	1.04	0.99	0.78	0.39	-0.05	0.59	0.58	0.57	-0.01	1.37	3.05	3.03	2.63	5.95	5.76	3.32	3.85	2.78	3.48	-0.13	0.9
577	2	0.62	0.88	-0.73	-0.66	-0.57	0.85	0.71	1.63	1.62	4.8	3.54	3.67	3.92	3.66	2.81	3.33	2.98	0.61	-0.91	0.44	0.54
578	2	0.06	0.25	1.58	0	1.12	-0.36	2.14	0.1	0.7	2.99	2.42	3.3	3.73	5.65	5.23	2.6	2.48	3.17	1.43	-0.29	-0.11
579	2	-0.07	-0.03	-0.1	-0.41	-0.98	1.7	1.14	2.4	0.48	2.58	1.76	3.49	4.04	3.48	5.48	3.01	2.88	2.09	-0.78	-0.13	0.98
580	2	-1.12	0.37	0.68	-2.31	-1.23	-0.35	-0.69	2.54	1.74	3.53	1.91	5.86	3.34	3.52	3.39	4.13	2.29	1.67	0.93	0.47	0.6
581	2	-0.95	-1.27	-0.85	0.44	-0.35	-0.74	1.69	0.48	2.19	1.49	3.05	3.45	5.02	6.11	4.88	4.88	3.37	2.01	1.62	0.02	-0.58
582	2	1.13	-0.68	-1.94	-1.15	1.7	1.25	0.28	0.28	0.28	1.85	2.02	5.21	4.26	3.83	6.97	3.81	1.73	3.52	0.86	0.94	-1.21
583	2	0.57	-1.42	-0.47	-0.91	-0.68	0.67	-0.08	1.22	1.73	3.62	5.09	3.11	4.12	4.08	2.98	2.73	3.08	-0.7	0.7	1.69	1.32
584	2	0.02	2.42	0.54	-1	-0.7	-0.14	2.18	0.72	3.22	2.06	4.99	2.21	2.94	4.55	3.36	3.13	0.56	1.67	0.43	-0.92	-1.56
585	2	-0.37	-1.05	0.05	-0.33	1.77	-0.49	1.3	-0.21	0.77	0.48	2.03	2.11	4.35	5.53	4.66	4.93	4.01	4.46	2.12	0.22	0.12
586	2	-0.28	0.65	0.75	0.31	0.96	0.89	2.78	1.94	3.86	5.09	4.91	4.07	4.12	1.67	3.76	1.84	3.74	2.73	1.05	-0.52	-1.41
587	2	-0.96	1.15	0.22	-0.86	1.19	2.1	3.33	0.61	0.6	3.72	3.15	2.68	5.27	5.39	4.11	3.68	2.32	2.24	0.66	1.22	-1.19
588	2	0.18	-0.81	2.51	-0.58	-1.05	1.82	3.76	3.59	4.34	3.34	6.65	5.66	4.3	4.07	1.59	1.98	-1.01	-0.53	0.85	0.11	-0.93
589	2	-0.81	-0.13	-0.99	2.2	0.11	0.12	0.24	1.11	1.15	2.35	3.4	5.65	2.87	4.08	3.07	4.49	1.71	1.75	0.91	0.45	1.65
590	2	0.91	0.99	0.28	0.63	-1.34	1.3	2.41	2.16	3.98	3.78	5.12	4.62	3.75	3.86	2.9	2.14	-1.67	-1.43	-0.52	0.01	-0.39
591	2	0.41	-0.26	0.15	-1.27	0.01	-1.12	0.97	3.62	1.52	2.4	5.26	4.49	3.54	3.48	4.25	3.06	0.99	0.26	0.19	1.76	-0.62
592	2	1.14	-0.04	-0.89	0.27	-0.86	0.97	-0.31	1.08	1.74	0.7	4.43	3.95	4.87	4.07	5.52	1.41	2.3	2.52	2.72	0.07	-1.41
593	2	0.38	0.59	1.1	0.11	-0.56	0.76	0.46	1.29	2.96	4.55	6.59	3.97	3.93	3.18	2.93	1	0.64	2.44	0.39	0.59	-0.3
594	2	-1.02	-0.36	0.15	1.34	0.05	0.58	1.68	3.63	2.71	3.67	7.17	4.16	4.05	3.2	1.81	2.14	0.02	-0.54	-0.22	-0.02	-3.46
595	2	-0.5	0.79	-1.39	0.19	-0.4	1.15	2.01	2.37	5.03	3.72	2.92	2.28	4.66	3.76	2.37	2.57	1.52	1.46	1.45	-0.02	0.53
596	2	0.57	0.46	0.87	-0.74	-0.17	2.45	1.53	0.82	5.1	4.61	5.09	4.73	4.3	4.56	3.05	1.83	-0.52	0.96	-0.67	-1.36	0.92
597	2	0.61	1.22	0.5	2.48	0.01	2.08	0.17	2.59	0.24	3.52	5.57	5.1	3.66	4.46	2.14	3.9	2.3	0.56	0.42	3.5	0.75
598	2	0.92	1.07	0.46	-0.88	-0.55	-0.2	0.14	-0.02	1.75	2.25	2.46	3.68	3.53	3.05	6.19	3.63	3.7	2.94	2.83	0.52	0.71
599	2	1.08	0.42	1.22	0.8	0.07	1.51	-0.97	-1.88	0.08	0.74	2.48	2.33	4.12	4.43	5.35	4.87	5.67	3.15	1.5	1.33	0.1
600	2	0.78	1.14	0.25	-0.24	0.06	1.08	-0.87	2.77	2.85	4.2	3.06	2.45	3.82	3.28	3.29	1.3	0.61	2.09	-1.28	0.3	-1.23
